image,subject,confidence
2015-09-10_21-35-57_UTC.jpg,wallet,0.33482325077056885
2023-11-03_21-24-20_UTC.jpg,hand-held computer,0.48400092124938965
2014-05-18_18-43-16_UTC.jpg,marimba,0.4203566610813141
2018-12-04_01-47-07_UTC.jpg,wombat,0.40798479318618774
2014-12-19_20-10-30_UTC.jpg,teapot,0.16593432426452637
2014-12-30_17-07-14_UTC.jpg,vault,0.6147703528404236
2015-08-09_05-02-28_UTC.jpg,strawberry,0.16379190981388092
2023-09-27_16-18-34_UTC.jpg,traffic light,0.23826664686203003
2023-11-01_00-07-50_UTC_3.jpg,shower cap,0.39729729294776917
2015-10-07_23-15-07_UTC.jpg,traffic light,0.8858804106712341
2015-04-10_01-10-20_UTC.jpg,traffic light,0.8292257189750671
2019-03-24_02-12-04_UTC.jpg,mosque,0.09155789017677307
2015-07-19_18-42-55_UTC.jpg,hand-held computer,0.4640704393386841
2014-05-06_14-36-31_UTC.jpg,pedestal,0.15722939372062683
2014-01-08_22-53-55_UTC.jpg,flatworm,0.1373959481716156
2023-11-10_03-01-36_UTC.jpg,fire engine,0.2281222939491272
2021-03-25_00-22-44_UTC.jpg,power drill,0.12999968230724335
2018-08-04_02-56-16_UTC.jpg,guillotine,0.23026934266090393
2014-06-01_06-16-25_UTC.jpg,harvestman,0.7566642165184021
2015-04-20_21-01-29_UTC.jpg,traffic light,0.30107995867729187
2014-07-03_01-24-40_UTC.jpg,traffic light,0.41779035329818726
2018-04-05_21-40-16_UTC.jpg,whistle,0.4659574627876282
2021-07-02_22-29-23_UTC.jpg,marimba,0.2546324133872986
2015-05-12_21-08-22_UTC.jpg,traffic light,0.7418140769004822
